movie_id,title,year,runtime,genres,director,top_cast,movie_keywords,overview,language,production_companies,production_countries,budget,revenue,vote_average,vote_count,popularity
677,Fire on the Mountain,1996,72.0,['Documentary'],Stanley Kramer,"['Harry Belafonte', 'Spencer Tracy', 'Ossie Davis']","['Fire on the Mountain', 'television film', '1996', 'true story', 'Craig Sheffer', 'Donald Wrye']","A documentary film about the exploits of the Tenth Mountain Division, an elite group of mountain climbers who fought decisive battles against the Nazis in the Italian Alps during the final days of World War II. From the intensive training atop the Colorado Rockies to the spectacular night climb of Italy's Riva Ridge.",en,['United Artists'],['United States'],,,7.1,123.0,0.001177
678,Volcano,1997,25.0,"['Drama', 'Thriller']",George Hickenlooper,"['Billy Bob Thornton', 'Molly Ringwald', 'J.T. Walsh']",['independent film'],"25 years after committing a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and listens in horror about his life leading up to the crime. This is the short film that inspired the full-length ""Sling Blade""",en,"['Universal Pictures', 'Amblin Entertainment']",['United States'],,,7.5,8.0,0.459376
679,Conan the Barbarian,1981,92.0,"['Drama', 'Romance']",Peter Yates,"['Albert Finney', 'Matt Keeslar', 'Victoria Smurfit']","['ireland', 'strained relationship']","An Irish lad (Matt Keeslar) who fled from his oppressive, widowed father (Albert Finney) falls for a girl (Victoria Smurfit) from an affluent family.",en,"['Castle Rock Entertainment', 'Columbia Pictures Corporation', '129 Productions']","['Ireland', 'United States of America']",,,8.0,2.0,0.117662
680,Kull the Conqueror,1997,100.0,"['Drama', 'Science Fiction', 'Mystery']",Jean-Luc Godard,"['Eddie Constantine', 'Anna Karina', 'Akim Tamiroff']","['dystopia', 'surrealism', 'lemmy caution', 'nouvelle vague', 'private detective', 'french noir']","An American private-eye, arrives in Alphaville, a futuristic city on another planet which is ruled by an evil scientist named Von Braun, who has outlawed love and self-expression.",fr,"['Filmstudio', 'Athos Films', 'Chaumiane']","['Italy', 'France']",220000.0,,6.8,100.0,4.658149
681,Wishmaster,1997,128.0,['Drama'],Bertrand Tavernier,"['Philippe Noiret', 'Isabelle Huppert', 'Jean-Pierre Marielle']",['french noir'],"In 1938 in the french West Africa, Lucien Cordier is a weak and corrupted policeman despised by the local bad boys. His wife is openly cheating on him and he hasn't got any self-respect anymore. But when comes the occasion, his revenge will be terrible.",fr,"['Films A2', 'Les Films de la Tour', 'Little Bear']",['France'],,,6.8,21.0,2.272213
682,I Know What You Did Last Summer,1997,75.0,"['Documentary', 'Foreign']",Mika Kaurismäki,"['Jim Jarmusch', 'Samuel Fuller']","['I Know What You Did Last Summer', 'thriller', 'mystery', 'teen', 'horror', 'stalked', 'cover-up', 'accident', 'death', 'secret']","In 1993, Sam Fuller takes Jim Jarmusch on a trip into Brazil's Mato Grosso, up the River Araguaia to the village of Santa Isabel Do Morro, where 40 years before, Zanuck had sent Fuller to scout a location and write a script for a movie based on a tigrero, a jaguar hunter. Sam hopes to find people who remember him, and he takes film he shot in 1954. He's Rip Van Winkle, and, indeed, a great deal changed in the village. There are televisions, watches, and brick houses. But, the same Karajá culture awaits as well. He gathers the villagers to show his old film footage, and people recognize friends and relatives, thanking Fuller for momentarily bringing them back to life.",en,"['Columbia Pictures', 'Epsilon Motion Pictures']",['United States'],,,7.5,4.0,0.18343
683,Rocket Man,1997,110.0,"['Drama', 'Biographical Drama', 'Music']",Claude Chabrol,"['Matt LeBlanc', 'Steven Mackintosh', 'James Nesbitt']","['Elton John', 'biographical drama', 'music', 'addiction', 'biopic', ""Elton John's life""]","Directed by French filmmaker Claude Chabrol, this documentary examines Nazi and Vichy newsreels and propaganda films from World War II meant to turn the French against the Jews and the Allied Forces and into Nazi sympathizers. This movie is only made of archive pictures: the official newsreels that were broadcasted on French movie screens during 1940 and 1944 (the Occupation).",en,"['Rocket Pictures', 'Lionsgate']",['United Kingdom'],,,6.1,123.0,0.004117
684,In the Line of Fire,1993,96.0,"['Horror', 'Drama', 'Thriller']",Gordon Willis,"['Talia Shire', 'Elizabeth Ashley', 'Joe Cortese']","['telescope', 'lesbian']","Shire is the subject of a perverse obsession by a Lesbian neighbor, Andrea, who not only is in lust with her but hires a rapist in order to get audio tapes of her moaning. Ashley turns pepping tom and watches Shire with a telescope as she begins an affair with Det. Cortese.",en,['Mike Lobell Productions'],['United States of America'],,,5.8,9.0,0.400023
685,Executive Decision,1996,110.0,['Drama'],Randal Kleiser,"['Eric Roberts', 'Gregory Harrison', 'Lee Grant']","['gay', 'aids', 'terminal illness', 'hiv', 'death', 'lgbt history']",A gathering of friends. A gift of love. A celebration of life.,en,['Opala Productions'],['United States of America'],,,6.2,9.0,2.791667
686,"Perfect World, A",1993,138.0,"['Crime', 'Drama', 'Thriller']",Clint Eastwood,"['Kevin Costner', 'Clint Eastwood', 'Laura Dern']","['hostage', 'escape from prison', 'escaped convict', 'child kidnapping', 'criminologist', '1960s']","A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",en,"['Malpaso Productions', 'Warner Bros.']",['United States of America'],30000000.0,135130999.0,7.2,376.0,8.040589
687,McHale's Navy,1997,118.0,"['Drama', 'Romance']",Michael Blakemore,"['Greta Scacchi', 'Kerry Fox', 'Sam Neill']","[""McHale's Navy"", 'Comedy', 'Family', 'Navy', 'War']","Adaptation of Chekhov's ""Uncle Vanya"" set in rural Australia in the 1920s. Jack Dickens and his niece Sally run the family farm to support brother-in-law Alexander as a (supposedly brilliant) literary critic in London. Action begins when Alexander returns with his beautiful young wife Deborah, revealing himself as an arrogant failure and wanting to sell the farm out from under Jack. Blakemore introduces themes about Australia's separation from England, as well as expanding the pacifist and ecological philosophies espoused by the local Doctor Max Askey.",en,"['Universal Pictures', 'Henry Berman Productions']",['United States'],,,8.0,1.0,0.487357
688,Leave It to Beaver,1997,107.0,"['Action', 'Adventure', 'Comedy', 'Family']",Simon Wincer,"['Danny Glover', 'Ray Liotta', 'Denis Leary']","['Leave It to Beaver', '1997', 'comedy', 'remake', 'family']","Five Green Berets stationed in Vietnam in 1968 grudgingly undertake the mission of a lifetime -- to secretly transport an 8,000-pound elephant through 200 miles of rough jungle terrain. High jinks prevail when Capt. Sam Cahill promises the Montagnard villagers of Dak Nhe that he'll replace their prized elephant in time for an important ritual. But for Capt. T.C. Doyle, the mission becomes a jumbo-sized headache!",en,"['Walt Disney Pictures', 'Interscope Communications']",['United States of America'],,,4.7,37.0,4.357971
689,"Jackal, The",1997,124.0,"['Action', 'Thriller', 'Adventure', 'Crime']",Michael Caton-Jones,"['Bruce Willis', 'Richard Gere', 'Sidney Poitier']","['fbi', 'cold war', 'hitman']","Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, the perfectionist Jackal proves an elusive target for the men charged with the task of bringing him down: a deputy FBI boss and a former IRA terrorist.",en,"['Universal Pictures', 'Toho-Towa', 'Mutual Film Company', 'Marubeni', 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'Alphaville Films', 'British Broadcasting Corporation (BBC)', 'UGC PH', ""Mel's Cite du Cinema""]",['United States of America'],60000000.0,159330280.0,6.1,536.0,11.131917
690,Seven Years in Tibet,1997,115.0,"['Drama', 'Romance']",Margarethe von Trotta,"['Corinna Harfouch', 'Meret Becker', 'August Zirner']","['anti-communism', 'political', 'woman director']","East-Berlin, 1961, shortly after the erection of the Wall. Konrad, Sophie and three of their friends plan a daring escape to Western Germany. The attempt is successful, except for Konrad, who remains behind. From then on, and for the next 28 years, Konrad and Sophie will attempt to meet again, in spite of the Iron Curtain. Konrad, who has become a reputed Astrophysicist, tries to take advantage of scientific congresses outside Eastern Germany to arrange encounters with Sophie. But in a country where the political police, the Stasi, monitors the moves of all suspicious people (such as Konrad's sister Barbara and her husband Harald), preserving one's privacy, ideals and self-respect becomes an exhausting fight, even as the Eastern block begins its long process of disintegration.",de,"['Studio Babelsberg', 'Centre National de la Cinématographie', 'Odessa Films', 'Canal+', 'Bioskop Film', 'Westdeutscher Rundfunk (WDR)']",['Germany'],,,5.0,1.0,0.122178
691,Dark City,1998,105.0,"['Comedy', 'Romance', 'Drama']",Richard Benjamin,"['Shirley MacLaine', 'Ricki Lake', 'Brendan Fraser']","['role reversal', 'mistaken identity', 'train wreck']","Connie Doyle is eighteen and pregt her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregt. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",en,['TriStar Pictures'],['United States of America'],25000000.0,10070000.0,5.5,26.0,9.1861
692,"American President, The",1995,94.0,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Norberto Barba,"['Mario Van Peebles', 'Barry Corbin', 'William Sadler']","['android', 'lasergun', 'village', 'weapon']","An android fighting-machine (Mario Van Peebles) is charged with destroying a small brigade of rebels in a Latin American war who are fighting to maintain their freedom and protect their village. Contrary to his programming, Peebles decides to stay and assist the rebels in their plight. Having gained this information, his ""creators"" develop a more powerful android to try and defeat him.",en,"['Van Peebles Films', 'Triumph Films', 'Orpheus Films']","['United States of America', 'Mexico']",,,3.9,18.0,1.899069
693,Casino,1995,178.0,"['Drama', 'Foreign']",Eli Cohen,"['Robert De Niro', 'Sharon Stone', 'Joe Pesci']","['Martin Scorsese', 'Robert De Niro', 'Sharon Stone', 'Casino', 'Gangster', 'Crime', 'Las Vegas', 'Organized Crime', 'True Story']","Based on the true story of sports handicapper and Las Vegas casino executive Ace Rothstein, the film follows his rise and fall in the world of organized crime and the corrupting influence it has on his life.",he,"['Regency Enterprises', 'Alcor Films', 'A Band Apart', 'De Fina-Cappa Productions']",['United States'],,,6.5,2.0,0.71066
694,Persuasion,1995,114.0,"['Action', 'Thriller']",Robert Mandel,"['Tom Berenger', 'Raymond Cruz', 'Marc Anthony']","['romance', 'period drama', 'reunion', 'society', 'england']","After he did some jobs for CIA, ex-marine John Shale is visiting his high school love Jane. She's now a teacher in Columbus High School in Miami. Soon after his arriving Jane has her knee cap broken while jogging. After that, John decides to go undercover as her substitute in high school. Very soon he finds out that gang named Kings of Destruction is terrorizing the school.",en,['Live Entertainment'],['United States of America'],,,5.8,60.0,10.68537
695,Kicking and Screaming,1995,94.0,"['Crime', 'Mystery', 'Thriller']",Pat Verducci,"['Alicia Silverstone', 'Kevin Dillon', 'Bill Nunn']","['investigation', 'murder', 'suspense', 'serial killer', 'police corruption', 'female detective', 'murder investigation', 'child murder']","Mary Giordano is a bright, intelligent student who goes to a catholic school. She also has a addiction to mystery novels and detective magazines (hence the title of the movie), which inspire her to do her own detective work. When she starts snooping around on the case of a murderer of teenage girls, it gets her in hot water with her mentor Detective Jerry Gunn. But it also starts a team up with police cadet Tony Campbell. The two work together to find the murderer. But the closer Mary gets to solving the murder, the more danger she puts herself in of being the next victim.",en,"['Universal Pictures', 'Prufrock Pictures']",['United States'],,,5.1,7.0,1.217249
696,City Hall,1996,88.0,"['Crime', 'Drama', 'Romance', 'Thriller']",Michael Winterbottom,"['Amanda Plummer', 'Saskia Reeves', 'Kathy Jamieson']",['lesbian relationship'],"Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the women at the cash desk not to be Judith, because Eunice is eccentric, angry and extreme dangerous. One day she meets Miriam, hard of hearing and a little ingenuous, who feels sympathy for Eunice and takes her home. Miriam is very impressed by Eunice's fierceness and willfulness and follows her on the search for Judith. Shocked by Eunice's cruelty she tries to make her a better person, but she looses ground herself.",en,"['Dan Films', 'Merseyside Film Production Fund', 'British Screen Productions']",['United Kingdom'],,,7.4,5.0,0.877853
697,"Basketball Diaries, The",1995,99.0,"['Action', 'Comedy', 'Drama', 'Thriller']",Steven Baigelman,"['Keanu Reeves', 'Cameron Diaz', ""Vincent D'Onofrio""]","['brother brother relationship', 'corruption', 'police', 'stripper', 'love', 'murder', 'wedding']","Sam Clayton's (Vincent D'Onofrio) marriage to ex-stripper Freddie (Cameron Diaz) comes about when she's strong-armed into the match by Red (Delroy Lindo), a club proprietor who once did her a favor. But Freddie falls in love with Jiaks (Keanu Reeves), Sam's brother, and the pair tries to escape the situation together. It isn't long before both Sam and Red catch up with them, resulting in threats against the two of them -- although tension also starts to build between Sam and Red.",en,"['Fine Line Features', 'Jersey Films']",['United States of America'],,,5.5,29.0,10.298582
698,"Browning Version, The",1994,99.0,"['Drama', 'Romance']",Zalman King,"['Audie England', 'Costas Mandylor', 'Bernard Zette']","['paris', 'sex', 'jealousy', 'infidelity', 'secret', 'world war ii', 'nudity', 'writer', 'soldier', 'violence', 'extramarital affair']","A struggling American writer and a fellow American expatriate begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II.",en,"['New Line Cinema', 'Alliance Communications Corporation', 'Evzen Kolar Productions']",['United States of America'],,62949.0,3.3,5.0,1.099187
699,Little Women,1994,135.0,"['Drama', 'Family']",Barry Caillier,"['Billy Burke', 'Jeffrey Dean Morgan', 'Lorraine Devon Wilke']","['sisterhood', 'family', 'love', 'war', 'writing', 'coming-of-age', 'friendship', 'romance', 'adventure', 'historical']","Kendall (Patricia Royce) just got dumped by her boyfriend, David (J.D. Souther). But it's nothing that a much younger rock musician -- and the advice of her best friend (and David's ex-), Claire (Lorraine Devon) -- couldn't fix. Only problem is, Claire and David have rekindled their lost romance. Now, Claire and Kendall's friendship is put to the ultimate test as they try to help each other decipher men and love in this romantic comedy.",en,"['Amblin Entertainment', 'Palm Springs Productions', 'Big Beach', 'Wren Media']",['United States'],,,7.9,2345.0,0.006854
700,Miami Rhapsody,1995,90.0,"['Comedy', 'Drama', 'Family', 'Romance']",Patrick Read Johnson,"['Perry Anzilotti', 'Kathy Bates', 'Robert Curtis Brown']","['overweight child', 'overweight man', 'jock', 'based on short story', 'public humiliation', 'blow up doll', 'letterman jacket', 'cruel joke']","Angus is a large, pathetic 14 year old whose thoughts are most often filled with the image of one Melissa Lefevre. Angus is shy and thinks that he has no chance of ever 'getting' her. Being especially uncool, he is incredibly surprised (along with the rest of the school) that he is chosen to dance with her at the Winter Ball. The only one not surprised is the cool-kid who set him up to fail, but Angus' best friend is going to help him win the heart of Melissa by developing a new look for him",en,['New Line Cinema'],['United States of America'],,,6.8,24.0,2.25008
701,"Wonderful, Horrible Life of Leni Riefenstahl, The",1993,138.0,"['Drama', 'History']",Stijn Coninx,"['Jan Decleir', 'Gérard Desarthe', 'Antje De Boeck']",['industrial revolution'],"In the 1890s, Father Adolf Daens goes to Aalst, a textile town where child labor is rife, pay and working conditions are horrible, the poor have no vote, and the Catholic church backs the petite bourgeoisie in oppressing workers. He writes a few columns for the Catholic paper, and soon workers are listening and the powerful are in an uproar. He's expelled from the Catholic party, so he starts the Christian Democrats and is elected to Parliament. After Rome disciplines him, he must choose between two callings, as priest and as champion of workers. In subplots, a courageous young woman falls in love with a socialist and survives a shop foreman's rape; children die; prelates play billiards.",nl,['Favorite Films'],['Belgium'],,,6.7,15.0,0.755047
702,Barcelona,1994,130.0,['Drama'],John Cassavetes,"['Gena Rowlands', 'John Marley', 'Lynn Carlin']","['prostitute', 'adultery', 'suicide attempt', 'nudity', 'marriage crisis', 'love', 'independent film', 'divorce']","An old married man leaves his wife for a younger woman. Shortly after, his ex-wife also begins a relationship with a younger partner.",en,"['Maurice McEndree Productions', 'Walter Reade Organization Inc.', 'Faces International Films']",['United States of America'],275000.0,,7.1,36.0,7.918418
703,Widows' Peak,1994,86.0,"['Romance', 'Drama', 'Mystery']",Stacy Cochran,"['Winona Ryder', 'Lukas Haas', 'John C. Reilly']","['secret', 'amnesia', 'boarding school', 'flashback']","Fed up with boarding school and frustrated with the way others have planned his life, John Baker Jr. wants a change -- anything to shake up his staid routine. The moment arrives when he stumbles upon a woman, Patty Vare, unconscious in a field. Deciding to risk it, John takes her to his dorm to look after her, much to the disapproval of his friends. John's decision proves fateful as he and Patty grow close to one another. However, she may be keeping secrets from him.",en,"['PolyGram Filmed Entertainment', 'Touchstone Pictures', 'Interscope Communications']",['United States of America'],,,5.3,11.0,1.579153
704,"House of the Spirits, The",1993,95.0,"['Action', 'Adventure']",Jean-Claude Van Damme,"['Jean-Claude Van Damme', 'Roger Moore', 'James Remar']","['new york', 'bare knuckle boxing', 'himalaya', 'island', 'thailand', 'street artist', 'muay thai', 'kick boxing']","Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.",en,"['Universal Pictures', 'Signature Pictures', 'MDP Worldwide', 'Selima Films AVV']","['Canada', 'United States of America']",30000000.0,57400547.0,5.3,126.0,7.941972
705,Singin' in the Rain,1952,102.0,"['Comedy', 'Romance']",Mark Joffe,"['Ben Mendelsohn', 'Barry Otto', 'Toni Collette']","[""Singin' in the Rain"", 'Musical', 'Comedy', 'Romance', '1920s', 'Hollywood', 'Silent film', 'Talkies']",Lewis a young director get his first job directing a play at a mental hospital with the patients as the cast. The play that is decided on is Cosi fan tutte an opera by Mozart.,en,"['MGM Studios', 'Lawrence Arnold Productions', 'Transworld Pictures']",['Australia'],,,7.1,9.0,0.947007
706,Bad Moon,1996,99.0,['Drama'],Steve Gomer,"['Rhea Perlman', 'Fredro Starr', 'Carol Kane']","['sport', 'basketball', 'high school sports']","A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team.",en,"['Jersey Films', 'TriStar Pictures']",['United States'],,,5.1,7.0,1.231692
707,Enchanted April,1991,107.0,"['Drama', 'Mystery', 'Thriller']",Lee Tamahori,"['Nick Nolte', 'Melanie Griffith', 'Chazz Palminteri']","['prostitute', 'investigation', 'special unit', 'police', 'celebrity', 'murder', 'los angeles']","In 1950s Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",en,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],,,6.2,73.0,5.79463
708,"Sex, Lies, and Videotape",1989,93.0,"['Comedy', 'Romance']",Michael Lehmann,"['Uma Thurman', 'Janeane Garofalo', 'Ben Chaplin']","['radio presenter', 'false identity', 'decoy', 'beguilement', 'love', 'art']",A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,en,"['Twentieth Century Fox Film Corporation', 'Noon Attack Pictures']",['United States of America'],,,5.7,86.0,5.121203
709,Strictly Ballroom,1992,74.0,"['Animation', 'Comedy', 'Family']",George Scribner,"['Joey Lawrence', 'Billy Joel', 'Cheech Marin']","['new york city', 'kitten', 'great dane']","This animated take on Oliver Twist re-imagines Oliver as an adorable orphaned kitten who struggles to survive in New York City and falls in with a band of canine criminals led by an evil human. First, Oliver meets Dodger, a carefree mutt with street savoir faire. But when Oliver meets wealthy Jenny on one of the gang's thieving missions, his life changes forever.",en,"['Walt Disney Pictures', 'Silver Screen Partners III']",['United States of America'],31000000.0,74151346.0,6.5,372.0,10.813579
710,Better Off Dead...,1985,91.0,['Comedy'],Tom DeCerchio,"['Damon Wayans', 'Daniel Stern', 'Christopher McDonald']","['boston', 'irish-american', 'kidnapping', 'sport', 'basketball', 'boston celtics']","The National Basketball Association play-offs are taking place, and the Boston Celtics are facing the Utah Jazz in a crucial series. This is also the last year that any games will be played in the Boston Garden, which is going to be torn down after the end of the season. Mike and Jimmy, two die-hard sports fans who will risk anything for the Celtics to win, are really getting into the games...",en,"['Caravan Pictures', 'Hollywood Pictures']",['United States of America'],,,4.9,35.0,1.940747
711,"Substance of Fire, The",1996,95.0,"['Adventure', 'Family']",Alan Shapiro,"['Elijah Wood', 'Paul Hogan', 'Jonathan Banks']","['dolphin', 'florida', 'florida keys', 'summer']","Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime.",en,"['Universal Pictures', 'The Bubble Factory', 'American Films']",['United States of America'],25530000.0,20080020.0,5.3,85.0,4.557006
712,Tin Men,1987,100.0,"['Drama', 'Thriller', 'Mystery', 'Romance']",Angela Pope,"['Julia Ormond', 'Tim Roth', 'Colin Salmon']","['Tin Men', '1987', 'comedy', 'drama', 'Barry Levinson', 'Danny DeVito', 'Randy Quaid', 'Marilu Henner']","A beautiful young dentist working in a tough British prison starts to become attracted to a violent inmate after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all.",en,"['Distant Horizons', 'British Broadcasting Corporation (BBC)', 'Miramax']","['United Kingdom', 'United States of America']",,,6.0,10.0,1.926109
713,Othello,1995,103.0,['Drama'],Betty Kaplan,"['Jennifer Connelly', 'Antonio Banderas', 'Stefania Sandrelli']","['dictatorship', 'woman reporter', 'torture', 'woman director']","Irene is a magazine editor living under the shadow of the Pinochet dictatorship in Chile. Francisco is a handsome photographer and he comes to Irene for a job. As a sympathizer with the underground resistance movement, Francisco opens her eyes and her heart to the atrocities being committed by the state.",en,['Miramax Films'],"['Argentina', 'United States of America']",,,4.4,11.0,0.709209
714,Carrington,1995,121.0,"['Drama', 'Fantasy', 'Western']",Jim Jarmusch,"['Johnny Depp', 'Gary Farmer', 'Crispin Glover']","['sheriff', 'bounty', 'bounty hunter', 'gun', 'attempted murder', 'prosecution', 'illness and injury', 'dying and death', 'frontier', 'murder', 'black and white', '19th century', 'fear of dying', 'wanted dead or alive']","On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world.",en,"['JVC Entertainment', 'Pandora Filmproduktion', 'Newmarket Capital Group', '12 Gauge Productions']","['Germany', 'Japan', 'United States of America']",9000000.0,,7.2,397.0,6.505272
715,To Die For,1995,135.0,"['War', 'Adventure', 'Drama', 'Romance']",Jean-Paul Rappeneau,"['Juliette Binoche', 'Olivier Martinez', 'Pierre Arditi']","['italian', 'new love', 'provence', 'horse', 'exile']","In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",en,"['France 2 Cinéma', 'Hachette Première', 'Canal+']",['France'],35000000.0,15000000.0,6.7,25.0,1.690768
716,Home for the Holidays,1995,91.0,"['Action', 'Crime', 'Drama']",Jack Hill,"['Joanne Nail', 'Robbie Lee', 'Asher Brauner']","['1970s', 'exploitation', 'gang war', 'high school', 'independent film', 'gang', 'b movie', 'prostitution', 'city', 'juvenile delinquent', 'drug', 'gunshot', 'switchblade']","A tough gang of teenage girls are looking for love and fighting for turf on the mean streets of the city! Bad girls to the core, these impossibly outrageous high school hoodlums go where they want ... and create mayhem wherever they go!",en,['Centaur Pictures Inc.'],['United States of America'],,,6.6,27.0,6.035166
717,"Juror, The",1996,106.0,"['Comedy', 'Foreign']",Manuel Gómez Pereira,"['Javier Bardem', 'Aitana Sánchez-Gijón', 'Josep Maria Flotats']","['jury', 'courtroom', 'drama', 'thriller', 'murder']",For ficial reasons an unemployed aspiring actor works for a phone-sex enterprise. One day he receives a call from the mysterious wife of one of his best clients.,es,"['Columbia Pictures', 'Castle Rock Entertainment']",['Spain'],,,5.5,5.0,1.133409
718,In the Bleak Midwinter,1995,107.0,"['Fantasy', 'Comedy', 'Science Fiction']",Jean-Marie Poiré,"['Jean Reno', 'Valérie Lemercier', 'Christian Clavier']","['servant', 'time travel', 'clumsy fellow', 'middle ages', 'nobility']","This outrageous time-travel comedy follows the misadventures of a wacky medieval knight (Jean Reno) and his faithful servant when they are accidentally transported to contemporary times by a senile sorcererMayhem rules as these 12th-century visitors try adapting to the wildly confusing modern world. To avoid being stuck here for good, however, they soon begin an all-out cosmic assault on their former castle -- now a luxury hotel -- in their quest to return to the past",fr,"['Canal Plus', 'Gaumont International', 'France 3 Cinema']",['France'],,,7.1,433.0,7.326169
719,Canadian Bacon,1994,117.0,"['Comedy', 'Fantasy', 'Science Fiction']",Harold Ramis,"['Michael Keaton', 'Andie MacDowell', 'Harris Yulin']","['clone', 'mistake in person', 'cloning', 'experiment gone wrong', 'construction']","Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning.",en,['Columbia Pictures Corporation'],['United States of America'],45000000.0,,5.5,158.0,8.768806
720,First Knight,1995,134.0,"['Action', 'Adventure', 'Drama', 'Romance']",Jerry Zucker,"['Sean Connery', 'Richard Gere', 'Julia Ormond']","['camelot', 'knight', 'king arthur', 'excalibur', 'knights of the round table']","The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",en,"['Columbia Pictures Corporation', 'First Knight Productions']",['United States of America'],55000000.0,127600435.0,5.9,319.0,15.178338
721,Mallrats,1995,94.0,"['Romance', 'Comedy']",Kevin Smith,"['Jason Lee', 'Jeremy London', 'Shannen Doherty']","['sex', 'game show', 'slacker', 'shopping', 'mall', 'ex-boyfriend ex-girlfriend relationship', 'jay and silent bob', 'silent man', 'coke', 'bandleader', 'aftercreditsstinger']","Both dumped by their girlfriends, two best friends seek refuge in the local mall.",en,"['Universal Pictures', 'Gramercy Pictures', 'Alphaville Films', 'View Askew Productions']",['United States of America'],6000000.0,2122561.0,6.8,400.0,8.25547
722,Nine Months,1995,112.0,['Documentary'],Brett Thompson,"['Maila Nurmi', 'Dolores Fuller', 'Paul Marco']","['Nine Months', 'Pregcy', 'Comedy', 'Romance', 'Starring Hugh Grant', 'Starring Julianne Moore']","The strange life and the wonderfully awful films of 1950's Hollywood Z movie director Ed Wood are profiled in this documentary that was conceived of and researched several years before commercial-filmmaker Tim Burton made his feature film tribute. Actually, Wood does not appear much in this film. Rather, it centers on the lives and thoughts of his entourage and those who knew him. Among those interviewed are Wood's former lover and star of his earliest films, Dolores Fuller, whom he abruptly replaced in the middle of Bride of the Monster with actress Loretta King who is also interviewed.",en,['Wood-Thomas Pictures'],['United States of America'],,,10.0,1.0,0.037443
723,Boys on the Side,1995,86.0,"['Drama', 'Foreign']",Francesco Sframeli,"['Francesco Sframeli', 'Spiro Scimone']","['road trip', 'female friendship', 'AIDS', 'comedy-drama', '1990s']","Two Sicilian friends, Nunzio and Pino, share the same apartment in Turin. Nunzio works in a factory but is laid off because of his illness. Pino, on the other hand, is a mysterious man and he is always traveling because of his work. Nunzio would very much like to know what his friend is doing for a living but Pino will not tell him. Nunzio spends his free time the best he can in his friend's absences. He ends up falling in love with Maria, a commercial employee, whereas his health condition deteriorates...",en,"['Warner Bros. Pictures', 'Delphi IV Productions']",['Italy'],,,6.4,234.0,0.003949
724,Circle of Friends,1995,101.0,"['Drama', 'Fantasy', 'Horror', 'Thriller']",Andrew Fleming,"['Robin Tunney', 'Fairuza Balk', 'Neve Campbell']","['witch', 'suicide attempt', 'puberty', 'magic', 'black magic', 'sorcery', 'female friendship', 'teenager', 'hair loss', 'outsider', 'occult ritual', 'karma', 'newcomer', 'love spell']","A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents.",en,['Columbia Pictures'],['United States of America'],15000000.0,24769466.0,6.3,388.0,12.860385
